# Time	G_on.ParticleNumber	G_off.ParticleNumber	Prot.ParticleNumber	
100.001	1	0	31	
100.02	1	0	32	
100.874	1	0	33	
100.885	1	0	32	
100.906	1	0	31	
103.13	1	0	32	
103.541	1	0	31	
103.836	1	0	30	
103.926	1	0	31	
103.949	1	0	30	
104.103	1	0	31	
104.132	1	0	32	
104.817	1	0	31	
105.124	1	0	32	
105.594	1	0	33	
105.786	1	0	34	
106.926	1	0	35	
108.015	1	0	36	
108.212	1	0	35	
109.641	1	0	36	
110.08	1	0	37	
111.216	1	0	36	
111.581	1	0	35	
112.067	1	0	34	
112.328	1	0	35	
112.557	1	0	36	
112.763	1	0	37	
115.145	1	0	36	
116.44	1	0	35	
117.007	1	0	36	
117.197	1	0	37	
117.927	1	0	36	
118.985	1	0	37	
120.292	1	0	36	
120.459	1	0	35	
120.624	1	0	36	
120.841	1	0	35	
121.812	1	0	36	
121.846	1	0	35	
122.023	1	0	34	
122.128	1	0	35	
122.372	1	0	34	
122.824	1	0	33	
123.035	1	0	32	
123.925	1	0	33	
124.278	1	0	32	
126.377	1	0	31	
126.754	1	0	32	
128.032	1	0	33	
128.244	1	0	32	
128.392	1	0	33	
128.645	1	0	32	
129.286	1	0	33	
129.786	1	0	32	
129.918	1	0	31	
132.376	1	0	30	
132.527	1	0	31	
133.131	1	0	32	
133.24	1	0	31	
133.51	1	0	32	
133.688	1	0	33	
133.754	1	0	32	
134.563	1	0	33	
134.759	1	0	32	
135.144	1	0	33	
135.516	1	0	34	
137.533	0	1	34	
138.569	0	1	33	
141.818	0	1	32	
142.044	1	0	32	
142.14	1	0	33	
142.514	1	0	34	
142.741	1	0	35	
142.979	1	0	36	
143.036	1	0	37	
143.365	1	0	38	
144.83	1	0	37	
144.979	1	0	38	
145.915	1	0	37	
146.025	1	0	36	
148.837	1	0	37	
149.519	1	0	38	
150.177	1	0	37	
150.384	1	0	36	
150.817	1	0	35	
152.159	1	0	34	
152.403	1	0	35	
153.469	0	1	35	
153.622	0	1	34	
155.709	0	1	33	
156.656	0	1	32	
160.219	0	1	31	
161.259	0	1	30	
161.373	0	1	29	
162.969	0	1	28	
163.112	0	1	27	
164.54	0	1	26	
166.8	0	1	25	
168.343	0	1	24	
169.361	0	1	23	
170.579	0	1	22	
172.961	0	1	21	
177.198	0	1	20	
177.901	0	1	19	
179.424	0	1	18	
182.061	0	1	17	
182.972	1	0	17	
184.269	1	0	18	
184.396	1	0	19	
185.298	1	0	20	
185.411	1	0	19	
185.718	1	0	20	
187.678	1	0	21	
188.516	1	0	22	
189.065	1	0	23	
189.182	1	0	24	
189.257	1	0	25	
189.538	1	0	26	
190.21	1	0	27	
190.502	1	0	26	
191.059	1	0	27	
192.414	1	0	28	
193.596	1	0	29	
194.035	1	0	30	
194.135	1	0	31	
194.365	1	0	32	
194.502	1	0	33	
195.252	1	0	34	
196.195	1	0	33	
197.293	1	0	32	
197.559	1	0	31	
197.718	1	0	32	
198.712	1	0	33	
198.797	1	0	32	
199.479	1	0	31	
199.582	1	0	30	
199.692	0	1	30	
200	0	1	30	
nan	nan	nan	nan	
0	1	0	0	
3.62672	1	0	1	
5.08532	1	0	2	
5.36489	1	0	3	
5.69954	1	0	4	
5.81354	1	0	5	
7.76109	1	0	6	
10.418	1	0	7	
11.037	0	1	7	
13.2791	1	0	7	
13.6949	1	0	8	
14.1457	1	0	9	
14.7111	1	0	10	
15.0227	1	0	11	
15.6319	1	0	12	
16.0294	0	1	12	
26.6976	1	0	12	
26.9017	1	0	13	
27.1357	1	0	14	
28.0108	1	0	15	
28.4062	1	0	16	
30.2598	1	0	17	
30.4213	1	0	16	
30.4541	1	0	15	
31.2739	1	0	16	
32.1455	1	0	17	
32.3087	1	0	18	
33.5785	1	0	19	
33.6594	1	0	18	
33.6918	1	0	19	
33.7716	1	0	20	
34.3873	1	0	19	
35.6623	1	0	20	
35.7739	1	0	21	
36.2843	1	0	22	
38.922	1	0	23	
39.0259	1	0	24	
40.167	1	0	25	
40.8946	1	0	26	
41.144	1	0	27	
42.1547	1	0	28	
43.1149	1	0	29	
43.1387	1	0	30	
43.2955	1	0	31	
43.3118	1	0	30	
43.7047	1	0	31	
44.0536	1	0	32	
45.1328	1	0	31	
45.8117	1	0	32	
45.8963	1	0	31	
46.0483	1	0	32	
47.1351	1	0	33	
47.3612	1	0	34	
48.3755	1	0	35	
48.6718	1	0	36	
48.7091	1	0	35	
48.8682	1	0	34	
50.9397	1	0	35	
51.4046	1	0	34	
51.4309	1	0	35	
51.9575	1	0	36	
52.185	1	0	35	
52.4071	1	0	36	
53.0028	1	0	35	
53.1011	1	0	36	
53.1258	1	0	35	
53.5594	1	0	36	
54.1892	0	1	36	
55.6439	0	1	35	
56.2846	0	1	34	
60.7182	0	1	33	
61.3332	0	1	32	
62.2344	0	1	31	
62.8879	0	1	30	
63.5707	0	1	29	
63.7105	0	1	28	
64.8216	0	1	27	
65.6078	0	1	26	
67.4693	0	1	25	
68.5905	0	1	24	
71.0844	0	1	23	
71.1393	0	1	22	
79.3199	1	0	22	
80.6949	1	0	23	
81.6504	1	0	22	
81.7188	1	0	23	
82.519	1	0	24	
82.5289	1	0	25	
83.3696	1	0	26	
83.9344	1	0	25	
84.1829	1	0	26	
84.9984	1	0	27	
85.6913	1	0	28	
85.8127	1	0	29	
86.1841	1	0	28	
86.3764	1	0	27	
87.0151	1	0	28	
87.1343	1	0	29	
90.4072	1	0	30	
91.2192	1	0	31	
91.4954	1	0	32	
91.63	1	0	33	
92.8419	1	0	32	
93.1707	1	0	33	
93.5762	1	0	34	
93.7436	1	0	35	
94.3025	1	0	36	
94.8293	1	0	35	
94.8834	1	0	36	
96.5746	1	0	35	
96.6708	1	0	34	
96.9065	1	0	35	
98.0378	1	0	34	
99.4631	1	0	35	
99.835	1	0	36	
100.213	1	0	35	
101.115	1	0	34	
101.222	1	0	33	
101.519	1	0	32	
102.072	0	1	32	
103.803	0	1	31	
107.533	0	1	30	
108.436	1	0	30	
108.505	1	0	31	
108.795	1	0	32	
108.855	1	0	33	
110.703	1	0	32	
110.899	1	0	31	
111.428	1	0	30	
111.843	1	0	31	
111.895	1	0	32	
112.796	1	0	31	
113.127	1	0	32	
113.181	1	0	33	
113.496	1	0	34	
113.743	1	0	35	
115.489	1	0	34	
116.31	1	0	33	
116.329	1	0	34	
116.479	1	0	35	
117.18	1	0	34	
117.845	1	0	35	
118.647	0	1	35	
121.842	0	1	34	
124.058	0	1	33	
124.517	0	1	32	
126.027	0	1	31	
127.748	0	1	30	
131.824	0	1	29	
131.963	0	1	28	
134.021	0	1	27	
134.442	0	1	26	
137.721	0	1	25	
143.83	0	1	24	
144.914	0	1	23	
149.413	0	1	22	
155.843	0	1	21	
155.923	0	1	20	
161.188	1	0	20	
162.498	1	0	21	
163.361	1	0	22	
163.745	1	0	23	
163.914	1	0	24	
164.019	0	1	24	
167.142	0	1	23	
169.789	0	1	22	
175.194	0	1	21	
183.243	0	1	20	
183.859	0	1	19	
184.259	0	1	18	
186.675	0	1	17	
189.355	0	1	16	
191.335	0	1	15	
192.586	0	1	14	
192.854	1	0	14	
193.438	1	0	13	
193.628	0	1	13	
196.003	0	1	12	
196.265	0	1	11	
198.12	1	0	11	
198.276	1	0	10	
200	1	0	10	
nan	nan	nan	nan	
0	1	0	0	
0.850233	1	0	1	
3.44399	1	0	2	
3.82464	1	0	3	
5.39693	1	0	4	
6.51252	1	0	5	
6.82011	1	0	6	
7.49385	1	0	7	
8.65595	1	0	8	
9.31677	1	0	9	
9.90124	1	0	10	
10.4627	1	0	11	
11.9889	1	0	10	
12.5049	1	0	11	
12.8626	1	0	12	
13.1494	1	0	13	
14.0599	1	0	14	
14.9329	1	0	15	
15.2792	1	0	14	
15.5673	1	0	15	
16.0096	1	0	16	
16.0807	1	0	17	
16.1629	1	0	18	
17.2531	1	0	19	
17.9424	1	0	20	
19.1801	1	0	19	
19.2796	1	0	20	
20.215	1	0	21	
20.8551	1	0	20	
21.1365	1	0	19	
21.7002	1	0	18	
21.867	1	0	17	
21.8953	1	0	18	
21.9822	1	0	19	
23.0129	1	0	18	
23.8355	1	0	17	
23.8535	1	0	18	
24.0365	1	0	19	
24.6661	1	0	20	
24.7463	1	0	21	
24.7929	1	0	20	
24.9284	1	0	21	
25.4987	1	0	22	
26.6547	0	1	22	
26.7847	0	1	21	
28.888	0	1	20	
30.4329	1	0	20	
31.4362	1	0	21	
31.8268	1	0	22	
31.9591	1	0	23	
35.172	1	0	24	
35.5678	1	0	25	
36.9448	1	0	26	
37.5844	1	0	27	
37.5883	1	0	28	
38.7664	1	0	29	
39.7612	1	0	30	
40.5496	1	0	29	
40.7382	1	0	28	
41.0168	1	0	27	
41.2244	1	0	28	
41.9345	1	0	29	
42.7823	1	0	30	
43.1032	1	0	31	
44.2579	1	0	32	
45.08	1	0	33	
46.1284	1	0	34	
46.3875	1	0	35	
46.6045	1	0	36	
47.731	0	1	36	
50.7849	0	1	35	
52.514	0	1	34	
53.591	0	1	33	
56.1814	0	1	32	
58.0878	0	1	31	
58.2186	0	1	30	
58.6386	0	1	29	
59.962	0	1	28	
61.1077	0	1	27	
61.9028	0	1	26	
62.051	1	0	26	
63.5007	1	0	27	
65.3997	1	0	28	
65.7815	1	0	27	
66.3785	1	0	28	
66.5154	1	0	29	
67.1838	1	0	30	
67.7998	1	0	31	
67.9301	1	0	30	
68.8606	1	0	29	
68.8755	1	0	30	
69.3544	1	0	31	
70.0787	1	0	32	
70.0976	1	0	31	
70.3813	1	0	32	
70.7275	1	0	33	
71.5367	1	0	32	
72.161	1	0	33	
72.3672	1	0	32	
73.49	1	0	33	
73.5373	1	0	32	
74.0768	1	0	31	
74.2525	1	0	30	
74.5271	1	0	31	
74.9658	1	0	30	
